,title,rating,reviews,type,address,operating_hours,phone,website,user_review
71,Bittencourt Arquitetura,,,Architect,"58032-101, Av. Sen. Ruy Carneiro, 300 - Tambaú, João Pessoa - PB, 58039-181, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 83 99302-3133,,
72,CRN arquitetura,5.0,19.0,Architects association,"Torre Sul, Duo Corporate Towers Rua Emp. Clovis Rolim, 2051 - Brisamar, Sala 602 - Pedro Gondim, João Pessoa - PB, 58033-454, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 99305-3159,http://crn.arq.br/,
73,Thabata e Raquel Arquitetura,5.0,1.0,Architect,"Av. Bahia, 530 - Estados, João Pessoa - PB, 58030-130, Brazil",,+55 83 98888-9608,,
74,Adrien Wensel - Arquitetura e interiores,5.0,7.0,Interior architect office,,"{'friday': '9AM–6PM', 'saturday': '9AM–1PM', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 83 99416-3724,https://www.instagram.com/adrienwensel.arq/,
75,Marina Ataíde Arquitetura,5.0,1.0,Architect,"Shopping Pátio R. Poe. Targino Teixeira, 251 ,Altiplano Cabo Branco, 1º andar, Sala 19 - Altiplano, João Pessoa - PB, 58046-090, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 83 98702-6978,https://marina-ataide-arquitetura.negocio.site/?utm_source=gmb&utm_medium=referral,
76,Bianca Sena Arquitetura,,,Architect,,"{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 99865-2022,https://biatarsena.wixsite.com/meusite,
77,Priscilla Matos Arquitetura,,,Architect,"R. Antônio Rabelo Júnior, 161 - Miramar, João Pessoa - PB, 58032-080, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 99991-3897,,
78,Brenda Pitas Arquitetura,,,Architect,"R. Dr. Antônio Palitot, 91 - Bancários, João Pessoa - PB, 58051-780, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 83 99996-7040,http://www.instagram.com/brendapitas.arq,
79,Dito Arquitetura,,,Architect,"Techne Mall, R. Hilda Coutinho Lucena, 56 - Sala 20 - Miramar, João Pessoa - PB, 58043-110, Brazil","{'friday': '9AM–7PM', 'saturday': '9AM–1PM', 'sunday': 'Closed', 'monday': '9AM–7PM', 'tuesday': '9AM–7PM', 'wednesday': '9AM–7PM', 'thursday': '9AM–7PM'}",+55 83 99902-0333,,
80,Arquiarte pb,4.9,84.0,Copy shop,"Empresarial Gênesis, Av. Monteiro da Franca, 520 - Sala 4 - Manaíra, João Pessoa - PB, 58015-680, Brazil","{'friday': '8am–6pm', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8am–6pm', 'tuesday': '8am–6pm', 'wednesday': '8am–6pm', 'thursday': '8am–6pm'}",+55 83 3226-8010,https://www.instagram.com/arquiarte_pb/,
81,Débora Barreto Arquitetura,,,Architect,"Rua Ana Guedes de Vasconcelos, 81, Sala 805B - Altiplano Cabo Branco, João Pessoa - PB, 58046-092, Brazil","{'friday': '9am–6pm', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9am–6pm', 'tuesday': '9am–6pm', 'wednesday': '9am–6pm', 'thursday': '9am–6pm'}",+55 83 98105-8440,,
82,2:1 Arquitetura & Interiores,,,Architect,"Av. Piauí, 333 - sl. 202 - Estados, João Pessoa - PB, 58033-331, Brazil","{'friday': '9am–5pm', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9am–5pm', 'tuesday': '9am–5pm', 'wednesday': '9am–5pm', 'thursday': '9am–5pm'}",+55 83 3512-2112,,
83,Artestudio Revista AE,4.5,4.0,Publisher,"R. Dep. Tertuliano de Brito, 348 - Estados, João Pessoa - PB, 58030-044, Brazil","{'friday': '9am–12pm', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9am–12pm', 'tuesday': '9am–12pm', 'wednesday': '9am–12pm', 'thursday': '9am–12pm'}",+55 83 3021-8308,https://linktr.ee/revistaae,"""... possui muitos conteúdos sobre arquitetura, projetos de arquitetura ..."""
84,VA Arquitetura,5.0,1.0,Architects association,"Av. Alm. Barroso, 438 - sala 212 - Centro, João Pessoa - PB, 58013-120, Brazil","{'friday': '9am–7pm', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9am–7pm', 'tuesday': '9am–7pm', 'wednesday': '9am–7pm', 'thursday': '9am–7pm'}",+55 83 3035-8102,,
85,Ana Sybelle Arquitetura,,,Architect,"R. Ana Guedes Vasconcelos, 81 - Altiplano Cabo Branco, João Pessoa - PB, 58046-092, Brazil","{'friday': '9am–6pm', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9am–6pm', 'tuesday': '9am–6pm', 'wednesday': '9am–6pm', 'thursday': '9am–6pm'}",+55 83 3508-6711,http://www.anasybellearquitetura.com.br/,
86,Annelise Lacerda - Arquitetura,4.0,1.0,Corporate office,"7-347 PBR., R. Juíz Ovídio Gouvêia, 32 - Pedro Gondim, João Pessoa - PB, Brazil","{'friday': '8am–6pm', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8am–6pm', 'tuesday': '8am–6pm', 'wednesday': '8am–6pm', 'thursday': '8am–6pm'}",+55 83 99900-4114,,
87,Maria Pontes | Arquitetura e Paisagismo,5.0,1.0,Landscape architect,"R. Geraldo Porto - Brisamar, João Pessoa - PB, 58033-020, Brazil","{'friday': '7am–7pm', 'saturday': '7am–7pm', 'sunday': 'Closed', 'monday': '7am–7pm', 'tuesday': '7am–7pm', 'wednesday': '7am–7pm', 'thursday': '7am–7pm'}",+55 83 99690-9531,https://estudiodomani.negocio.site/?utm_source=gmb&utm_medium=referral,
88,Rafaella Viana Arquitetura,,,Architect,"Shopping Pátio, R. Poe. Targino Teixeira, 251 - 1º andar, Sala 19 - Altiplano Cabo Branco, João Pessoa - PB, 58046-090, Brazil",,+55 83 98894-3179,https://www.instagram.com/rafaellavianaarquitetura/,
89,Larissa Maciel Arquitetura,5.0,1.0,Interior architect office,"Rua Põe. Targino, 251 Shopping Pátio, Sala 20 - Altiplano Cabo Branco, João Pessoa - PB, 58046-090, Brazil","{'friday': '8am–6pm', 'saturday': '9:30am–1pm', 'sunday': 'Closed', 'monday': '8am–6pm', 'tuesday': '8am–6pm', 'wednesday': '8am–6pm', 'thursday': '8am–6pm'}",,,
90,Lorena Fernandes e Niara Formiga - Arquitetura e Urbanismo,5.0,1.0,Architect,"Edf. Comercial Borba, Av. Esperança, 1000 - Sala 211 - Manaíra, João Pessoa - PB, 58038-281, Brazil","{'friday': '2–6pm', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '2–6pm', 'tuesday': '2–6pm', 'wednesday': '2–6pm', 'thursday': '2–6pm'}",+55 83 98787-6502,,
91,AMN Arquitetura,,,Interior architect office,"R. Hilda Coutinho Lucena, 74 - Sala 15 - Miramar, João Pessoa - PB, 58043-110, Brazil","{'friday': '9am–5pm', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9am–5pm', 'tuesday': '9am–5pm', 'wednesday': '9am–5pm', 'thursday': '9am–5pm'}",+55 83 98862-7694,,
92,Arquitetura do Olhar,4.5,2.0,Health and beauty shop,"Rua Comerciante Alfredo Ferreira da Rocha, 977 - Mangabeira I, João Pessoa - PB, 58055-540, Brazil","{'friday': '9am–12pm', 'saturday': '9am–12pm', 'sunday': 'Closed', 'monday': 'Closed', 'tuesday': '9am–12pm', 'wednesday': '9am–12pm', 'thursday': '9am–12pm'}",+55 83 98817-2180,,
93,Mayara Luna Arquitetura e Interiores,,,Interior architect office,,"{'friday': '8am–6pm', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8am–6pm', 'tuesday': '8am–6pm', 'wednesday': '8am–6pm', 'thursday': '8am–6pm'}",+55 83 98837-0592,,
94,Gabriela Bras - Arquitetura,,,Interior architect office,"Av. Sen. Ruy Carneiro, 300 - Sala 206 - 2 andar - Brisamar, João Pessoa - PB, 58032-101, Brazil","{'friday': '8am–6pm', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8am–6pm', 'tuesday': '8am–6pm', 'wednesday': '8am–6pm', 'thursday': '8am–6pm'}",+55 83 99156-6015,https://gabriela-bras-arquitetura.negocio.site/?utm_source=gmb&utm_medium=referral,
95,Adriana Leal Arquitetura,5.0,2.0,Architect,,"{'friday': '8am–6pm', 'saturday': '8am–6pm', 'sunday': '8am–6pm', 'monday': '8am–6pm', 'tuesday': '8am–6pm', 'wednesday': '8am–6pm', 'thursday': '8am–6pm'}",+55 83 98805-2987,https://adrianaarquiteta.com.br/,
96,MB ARQUITETURA & INTERIORES,5.0,1.0,Interior architect office,"Av. Monteiro da Franca, 215 - Sala 301 - Manaíra, João Pessoa - PB, 58014-120, Brazil","{'friday': '9am–5pm', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9am–5pm', 'tuesday': '9am–5pm', 'wednesday': '9am–5pm', 'thursday': '9am–5pm'}",+55 83 99101-9153,http://www.instagram.com/arquitetura.mb,
97,FELIPE FREITAS ARQUITETO,5.0,1.0,Architect,"R. Nossa Sra. dos Navegantes - Tambaú, João Pessoa - PB, 58039-110, Brazil",,+55 83 98811-2630,,
98,F.CABRAL ARQUITETURA,5.0,3.0,Architecture firm,"Av. Euzely Fabrício de Souza, 279 - Manaíra, João Pessoa - PB, 58032-100, Brazil","{'friday': '8am–5pm', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8am–6pm', 'tuesday': '8am–6pm', 'wednesday': '8am–6pm', 'thursday': '8am–6pm'}",+55 83 99110-6574,http://fcabralarquitetura.com.br/,
99,Tacto Arquitetura,,,Architect,"R. Nossa Sra. dos Navegantes, 415 - sala 112 - Tambaú, João Pessoa - PB, 58039-111, Brazil","{'friday': '1–6pm', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '1–6pm', 'tuesday': '1–6pm', 'wednesday': '1–6pm', 'thursday': '1–6pm'}",+55 83 3035-1080,,
100,Mayara Luna Arquitetura e Interiores,,,Interior architect office,,"{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 98837-0592,,
101,MB ARQUITETURA & INTERIORES,5.0,1.0,Interior architect office,"Av. Monteiro da Franca, 215 - Sala 301 - Manaíra, João Pessoa - PB, 58014-120, Brazil","{'friday': '9AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–5PM', 'tuesday': '9AM–5PM', 'wednesday': '9AM–5PM', 'thursday': '9AM–5PM'}",+55 83 99101-9153,http://www.instagram.com/arquitetura.mb,
102,Suellen Montenegro Arquitetura e Interiores,5.0,1.0,Interior designer,"Av. São Paulo, 1223 - Estados, João Pessoa - PB, 58030-040, Brazil",,+55 83 99961-4250,http://suellenmontenegro.com/,
103,SOLUTIO - Arquitetura e Assessoria para Posto de Combustível,5.0,3.0,Architect,"LIV Mall, https://solutio.srv.br, Av. Gov. Flávio Ribeiro Coutinho, 500 - Sala 731 - Jardim Oceania, João Pessoa - PB, 58037-005, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 99982-5646,http://solutio.srv.br/,
104,Maria Pontes | Arquitetura e Paisagismo,5.0,1.0,Landscape architect,"R. Geraldo Porto - Brisamar, João Pessoa - PB, 58033-020, Brazil","{'friday': '7AM–7PM', 'saturday': '7AM–7PM', 'sunday': 'Closed', 'monday': '7AM–7PM', 'tuesday': '7AM–7PM', 'wednesday': '7AM–7PM', 'thursday': '7AM–7PM'}",+55 83 99690-9531,https://estudiodomani.negocio.site/?utm_source=gmb&utm_medium=referral,
105,Annelise Lacerda - Arquitetura,4.0,1.0,Corporate office,"7-347 PBR., R. Juíz Ovídio Gouvêia, 32 - Pedro Gondim, João Pessoa - PB, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 99900-4114,,
106,VA Arquitetura,5.0,1.0,Architects association,"Av. Alm. Barroso, 438 - sala 212 - Centro, João Pessoa - PB, 58013-120, Brazil","{'friday': '9AM–7PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–7PM', 'tuesday': '9AM–7PM', 'wednesday': '9AM–7PM', 'thursday': '9AM–7PM'}",+55 83 3035-8102,,
107,F.CABRAL ARQUITETURA,5.0,3.0,Architecture firm,"Av. Euzely Fabrício de Souza, 279 - Manaíra, João Pessoa - PB, 58032-100, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 99110-6574,http://fcabralarquitetura.com.br/,
108,Kaline Nunes Arquitetura e Interiores,,,Architect,"Rod. Gov. Antonio Mariz, 2051, DCT, NewWorking, Lot. Oceania III, João Pessoa - PB, 58034-030, Brazil","{'friday': '9AM–7PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–7PM', 'tuesday': '9AM–7PM', 'wednesday': '9AM–7PM', 'thursday': '9AM–7PM'}",+55 83 99907-6000,,
109,ProjetoA cg - Arquitetura e Computação Gráfica,5.0,2.0,Architect,"Av. Gen. Edson Ramalho, 1225 - Sl.202 - Manaíra, João Pessoa - PB, 58056-002, Brazil","{'friday': '8AM–10PM', 'saturday': '8AM–10PM', 'sunday': '8AM–10PM', 'monday': '8AM–10PM', 'tuesday': '8AM–10PM', 'wednesday': '8AM–10PM', 'thursday': '8AM–10PM'}",+55 83 98862-5630,http://www.projetoacg.com/,
110,Arcup Arquitetura e Construção,,,Architect,,"{'friday': '9AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–5PM', 'tuesday': '9AM–5PM', 'wednesday': '9AM–5PM', 'thursday': '9AM–5PM'}",+55 83 99869-2262,http://arcuparquitetura.wixsite.com/arcup,
111,Renato Queiroga Arquitetura,,,Architect,"Av. Gen. Edson Ramalho, 1130 - Sala 205 - Manaíra, João Pessoa - PB, 58038-102, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 98816-6641,,
112,Barbara Veiga Arquitetura & Design,,,Interior architect office,"Av. Pres. Epitácio Pessoa, 4840 - sala 407-408 - Cabo Branco, João Pessoa - PB, 58045-000, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 83 99121-9014,,
113,Sara Fernandes Arquitetura,,,Architect,,"{'friday': '8AM–9PM', 'saturday': '8AM–6PM', 'sunday': 'Closed', 'monday': '8AM–9PM', 'tuesday': '8AM–9PM', 'wednesday': '8AM–9PM', 'thursday': '8AM–9PM'}",+55 83 98148-1004,,
114,Projetos de Arquitetura e Interiores | João Pessoa | Sylvanna Melo Rabêllo,5.0,1.0,Interior architect office,"R. José Brasilino Leite - Conj. Joao Agripino, João Pessoa - PB, 58034-000, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 83 99909-8762,,
115,Arquiarte pb,4.9,84.0,Copy shop,"Empresarial Gênesis, Av. Monteiro da Franca, 520 - Sala 4 - Manaíra, João Pessoa - PB, 58015-680, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 3226-8010,https://www.instagram.com/arquiarte_pb/,
116,Consultarq Consultoria de Arquitetura e Interiores Saudáveis,,,Interior architect office,"Rua Iolanda Eloy de Medeiros, 101 - Apto 1304 Bloco A - Água Fria, João Pessoa - PB, 58053-028, Brazil","{'friday': '8AM–7PM', 'saturday': '8AM–1PM', 'sunday': 'Closed', 'monday': '8AM–7PM', 'tuesday': '8AM–7PM', 'wednesday': '8AM–7PM', 'thursday': '8AM–7PM'}",+55 83 99831-4329,http://consultarq-consultoria-de-arquitetura.negocio.site/,
117,Arquitetura Ativa,,,Architect,"Praia Shopping, Av. Gov. Flávio Ribeiro Coutinho, 300 - Sl.202 - Manaíra, João Pessoa - PB, 58037-000, Brazil",,,,
118,Glendo D'Oliveira Arquitetura e Interiores,,,Interior architect office,"Av. Pres. Epitácio Pessoa, 955 - Estados, João Pessoa - PB, 58030-000, Brazil","{'friday': '8AM–6PM', 'saturday': '8AM–12PM', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 99977-9598,,
119,Fernanda Brunet Arquitetura,,,Interior architect office,"Condomínio Empresarial Imperator, Av. Pres. Epitácio Pessoa, 4840 - Sala 207 - Cabo Branco, João Pessoa - PB, 58045-000, Brazil","{'friday': '9AM–6PM', 'saturday': '9AM–12PM', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 83 3035-1432,,
120,Suellen Montenegro Arquitetura e Interiores,5.0,1.0,Interior designer,"Av. São Paulo, 1223 - Estados, João Pessoa - PB, 58030-040, Brazil",,+55 83 99961-4250,http://suellenmontenegro.com/,
121,Melissa e Deborah Arquitetura e Urbanismo,,,Architect,"Sólida Imóveis, Av. João Maurício, 33 - Manaíra, João Pessoa - PB, 58038-000, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 83 99129-5000,https://www.instagram.com/melissaedeboraharquitetura/,
122,Renato Queiroga Arquitetura,,,Architect,"Av. Gen. Edson Ramalho, 1130 - Sala 205 - Manaíra, João Pessoa - PB, 58038-102, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 98816-6641,,
123,Atilo’s Arquitetura,5.0,2.0,Architect,"Av. Pres. Castelo Branco, 738 - Castelo Branco, João Pessoa - PB, 58050-000, Brazil","{'friday': '9AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–12PM', 'tuesday': '9AM–12PM', 'wednesday': '9AM–12PM', 'thursday': '9AM–12PM'}",+55 83 99109-2137,,
124,Annelise Lacerda - Arquitetura,4.0,1.0,Corporate office,"7-347 PBR., R. Juíz Ovídio Gouvêia, 32 - Pedro Gondim, João Pessoa - PB, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 99900-4114,,
125,Thaís Figueiredo Arquitetura e Gerenciamento,,,Architect,"Av. Guarabira, 1200 - sala 203 - Manaíra, João Pessoa - PB, 58038-142, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 83 3566-2023,http://www.thaisfigueiredo.arq.br/,
126,Arcup Arquitetura e Construção,,,Architect,,"{'friday': '9AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–5PM', 'tuesday': '9AM–5PM', 'wednesday': '9AM–5PM', 'thursday': '9AM–5PM'}",+55 83 99869-2262,http://arcuparquitetura.wixsite.com/arcup,
127,Maria Pontes | Arquitetura e Paisagismo,5.0,1.0,Landscape architect,"R. Geraldo Porto - Brisamar, João Pessoa - PB, 58033-020, Brazil","{'friday': '7AM–7PM', 'saturday': '7AM–7PM', 'sunday': 'Closed', 'monday': '7AM–7PM', 'tuesday': '7AM–7PM', 'wednesday': '7AM–7PM', 'thursday': '7AM–7PM'}",+55 83 99690-9531,https://estudiodomani.negocio.site/?utm_source=gmb&utm_medium=referral,
128,VA Arquitetura,5.0,1.0,Architects association,"Av. Alm. Barroso, 438 - sala 212 - Centro, João Pessoa - PB, 58013-120, Brazil","{'friday': '9AM–7PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–7PM', 'tuesday': '9AM–7PM', 'wednesday': '9AM–7PM', 'thursday': '9AM–7PM'}",+55 83 3035-8102,,
129,Projetos de Arquitetura e Interiores | João Pessoa | Sylvanna Melo Rabêllo,5.0,1.0,Interior architect office,"R. José Brasilino Leite - Conj. Joao Agripino, João Pessoa - PB, 58034-000, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 83 99909-8762,,
130,Arquiarte pb,4.9,84.0,Copy shop,"Empresarial Gênesis, Av. Monteiro da Franca, 520 - Sala 4 - Manaíra, João Pessoa - PB, 58015-680, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 3226-8010,https://www.instagram.com/arquiarte_pb/,
131,Barbara Veiga Arquitetura & Design,,,Interior architect office,"Av. Pres. Epitácio Pessoa, 4840 - sala 407-408 - Cabo Branco, João Pessoa - PB, 58045-000, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 83 99121-9014,,
132,Arquitetura Ativa,,,Architect,"Praia Shopping, Av. Gov. Flávio Ribeiro Coutinho, 300 - Sl.202 - Manaíra, João Pessoa - PB, 58037-000, Brazil",,,,
133,Valeska Almeida Arquitetura,,,Architect,"Av. Fernando Luiz Henriques dos Santos, 616 - Loja 1 - Jardim Oceania, João Pessoa - PB, 58037-051, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 83 98208-7848,https://www.instagram.com/valeskaalmeidaarquiteta/,
134,Luksys Arquitetura,,,Architect,"Empresarial Julio Mesquita, Av. João Maurício, 1675 - Sala 303 - Manaíra, João Pessoa - PB, 58038-000, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 83 3021-4095,http://www.luksysarquitetura.com.br/,
135,Eduardo and Marianna Architects,5.0,2.0,Architects association,"Rua Índio Arabutan, 212 Emp. Monte Fuji, sala 06 - Cabo Branco, João Pessoa - PB, 58045-040, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 83 3031-3060,http://www.emarquitetos.com/,
136,Sara Fernandes Arquitetura,,,Architect,,"{'friday': '8AM–9PM', 'saturday': '8AM–6PM', 'sunday': 'Closed', 'monday': '8AM–9PM', 'tuesday': '8AM–9PM', 'wednesday': '8AM–9PM', 'thursday': '8AM–9PM'}",+55 83 98148-1004,,
137,Laís Pedrosa Arquitetura,,,Architect,"-1708, Av. Fernando Luiz Henriques dos Santos, 1570 - Jardim Oceania, João Pessoa - PB, 58037-051, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",,,
138,Fernanda Brunet Arquitetura,,,Interior architect office,"Condomínio Empresarial Imperator, Av. Pres. Epitácio Pessoa, 4840 - Sala 207 - Cabo Branco, João Pessoa - PB, 58045-000, Brazil","{'friday': '9AM–6PM', 'saturday': '9AM–12PM', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 83 3035-1432,,
139,Consultarq Consultoria de Arquitetura e Interiores Saudáveis,,,Interior architect office,"Rua Iolanda Eloy de Medeiros, 101 - Apto 1304 Bloco A - Água Fria, João Pessoa - PB, 58053-028, Brazil","{'friday': '8AM–7PM', 'saturday': '8AM–1PM', 'sunday': 'Closed', 'monday': '8AM–7PM', 'tuesday': '8AM–7PM', 'wednesday': '8AM–7PM', 'thursday': '8AM–7PM'}",+55 83 99831-4329,http://consultarq-consultoria-de-arquitetura.negocio.site/,
140,Studio Actium Arquitetura,5.0,1.0,Architect,"R. Severino Nicolau de Melo, 700 - Jardim Oceania, João Pessoa - PB, 58037-700, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 99984-8958,https://www.facebook.com/actiumstudio,
141,Glendo D'Oliveira Arquitetura e Interiores,,,Interior architect office,"Av. Pres. Epitácio Pessoa, 955 - Estados, João Pessoa - PB, 58030-000, Brazil","{'friday': '8AM–6PM', 'saturday': '8AM–12PM', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 99977-9598,,
142,Legu Arquitetura e Interiores,5.0,1.0,Architect,"Rua Rosa Lima dos Santos, 293 - Bancários, João Pessoa - PB, 58051-425, Brazil",,,,
143,Thaís Porto Arquitetura e Interiores,,,Interior architect office,"Josita de Almeida - Altiplano Cabo Branco, João Pessoa - PB, 58046-490, Brazil","{'friday': '8AM–6PM', 'saturday': '8AM–12PM', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 99983-8264,http://instagram.com/portothais_arquitetura,
