,title,rating,reviews,type,address,operating_hours,phone,website,user_review
73,Construtora Muniz Albuquerque Ltda,4.7,3.0,Construction company,"R. Silvino Chaves, 488 - Manaíra, João Pessoa - PB, 58038-420, Brazil",,,http://munizalbuquerque.com.br/,
74,Lago Construtora e Incorporadora,,,Construction company,"Rua Quintino Bocaiúva - Torre, João Pessoa - PB, 58040-320, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 3222-8888,,
75,Construtora Sete,,,Construction company,"Rua Coronel Otto Feio da Silveira, 509 - Pedro Gondim, João Pessoa - PB, 58031-220, Brazil",,,http://construtorasete.com.br/,
76,ibra Construtora,,,Construction company,"Av. Gen. Bento da Gama, 358 - 204 - Torre, João Pessoa - PB, 58040-090, Brazil",,+55 83 3578-3688,http://ibraconstrutora.com.br/,
77,NT Construtora,5.0,2.0,Building firm,"Edf.Concorde, Avenida Presidente Epitácio Pessoa, 1250, Sala, 604 - Torre, João Pessoa - PB, 58040-000, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 98744-8484,,
78,Cone Construtora Nordeste Ltda,,,Construction company,"Rua José Clementino de Oliveira, 130 - Tambauzinho, João Pessoa - PB, 58042-300, Brazil",,+55 83000000,,
79,Construtora Fontes,,,Construction company,"Av. Sen. Ruy Carneiro, 300 - Sala 508 - Miramar, João Pessoa - PB, 58032-101, Brazil",,+55 83 3244-5002,http://construtorafontes.com.br/,
80,Citta Empreendimentos,4.5,2.0,Construction company,"Av. Maranhão, 525 - Estados, João Pessoa - PB, 58030-260, Brazil",,+55 83 98207-4000,http://cittaempreendimentos.com.br/,
81,Construtora Muniz Albuquerque Ltda,4.7,3.0,Construction company,"R. Silvino Chaves, 488 - Manaíra, João Pessoa - PB, 58038-420, Brazil",,,http://munizalbuquerque.com.br/,
82,FM Construção e Incorporação LTDA,5.0,1.0,Construction company,"Altiplex José Olímpio, Avenida João Cirilo da Silva, 221 - sala 1605/1606 - Altiplano Cabo Branco, João Pessoa - PB, 58046-005, Brazil","{'friday': '7:30AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '7:30AM–12PM', 'tuesday': '7:30AM–12PM', 'wednesday': '7:30AM–12PM', 'thursday': '7:30AM–12PM'}",+55 83 3021-7877,,
83,Fibra Construtora e Incorporadora Ltda,2.5,2.0,Construction company,"Av. Monsenhor Odilon Coutinho, 110 - Cabo Branco, João Pessoa - PB, 58045-120, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 3508-9881,http://www.fibraconstrutora.com.br/,
84,Construtora Três Marias,,,Construction company,"R. Profa. Alice Azevedo, 288A - Centro, João Pessoa - PB, 58013-480, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 83 99996-7776,http://linktr.ee/construtoratresmarias,
85,Omega Construtora e Imobiliaria,4.0,2.0,Real estate agency,"Av. Júlia Freire, 492 - Torre, João Pessoa - PB, 58040-000, Brazil",,,,
86,CONSTRUTORA ECON EMP. E CONSTRUÇÕES LTDA,,,Construction company,"R. Prof. Eliseu Maul, 196 - Torre, João Pessoa - PB, 58040-550, Brazil",,+55 83 3244-1858,,
87,Fibra Construtora e Incorporadora,2.8,5.0,Construction company,"R. Tab. José Ramalho Leite, 1275 - Sala 11B - Cabo Branco, João Pessoa - PB, 58036-435, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 3508-9881,https://www.fibraconstrutora.com.br/,
88,Arme Construtora,5.0,2.0,Construction company,"Av. Bahia, 644 - Estados, João Pessoa - PB, 58030-130, Brazil",,+55 83 3506-8593,http://armeconstrutora.com.br/,
89,Lago Construtora e Incorporadora,,,Construction company,"Rua Quintino Bocaiúva - Torre, João Pessoa - PB, 58040-320, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 3222-8888,,
90,Construtora Sete,,,Construction company,"Rua Coronel Otto Feio da Silveira, 509 - Pedro Gondim, João Pessoa - PB, 58031-220, Brazil",,,http://construtorasete.com.br/,
91,ibra Construtora,,,Construction company,"Av. Gen. Bento da Gama, 358 - 204 - Torre, João Pessoa - PB, 58040-090, Brazil",,+55 83 3578-3688,http://ibraconstrutora.com.br/,
92,NT Construtora,5.0,2.0,Building firm,"Edf.Concorde, Avenida Presidente Epitácio Pessoa, 1250, Sala, 604 - Torre, João Pessoa - PB, 58040-000, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 98744-8484,,
93,Cone Construtora Nordeste Ltda,,,Construction company,"Rua José Clementino de Oliveira, 130 - Tambauzinho, João Pessoa - PB, 58042-300, Brazil",,+55 83000000,,
94,Construtora Fontes,,,Construction company,"Av. Sen. Ruy Carneiro, 300 - Sala 508 - Miramar, João Pessoa - PB, 58032-101, Brazil",,+55 83 3244-5002,http://construtorafontes.com.br/,
95,Vitas Construtora,,,Construction company,"Av. Pres. Epitácio Pessoa - Estados, João Pessoa - PB, 58030-000, Brazil",,+55 83 3117-1773,https://www.vitasconstrutora.com.br/,
96,Construtora ABC rua Domingos mororo bairro Miramar,,,Construction company,"R. Domingos Mororó, 204 - Miramar, João Pessoa - PB, 58043-170, Brazil",,,,
97,Construtora Lima & Wanderley,,,Construction company,"Av. Sen. Ruy Carneiro, 300 - Sala 410 - Miramar, João Pessoa - PB, 58032-101, Brazil","{'friday': 'Open 24 hours', 'saturday': 'Open 24 hours', 'sunday': 'Open 24 hours', 'monday': 'Open 24 hours', 'tuesday': 'Open 24 hours', 'wednesday': 'Open 24 hours', 'thursday': 'Open 24 hours'}",+55 83 3247-7919,https://limaewanderley.com.br/,
98,Ferreira Neto Construtora,,,Construction company,"R. Silvio Almeida, 917 - Expedicionários, João Pessoa - PB, 58041-020, Brazil","{'friday': '7AM–6PM', 'saturday': '7AM–2PM', 'sunday': 'Closed', 'monday': '7AM–6PM', 'tuesday': '7AM–6PM', 'wednesday': '7AM–6PM', 'thursday': '7AM–6PM'}",+55 83 98208-1722,http://www.construtorafn.com.br/,
99,Construtora Exodo,,,Construction company,"R. Rejane Freire Correia, 270 - Jardim Cidade Universitária, João Pessoa - PB, 58052-197, Brazil",,,,
100,Mais Construtora Eireli-ME,,,Construction company,"R. Maria Caetano Fernandes de Lima, 330 - Sala 02 - Tambauzinho, João Pessoa - PB, 58042-050, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 83 3578-0348,https://mais-construtora-eireli-me.negocio.site/?utm_source=gmb&utm_medium=referral,
101,Construtora Marinho Bezerra,,,Construction company,"R. Profa. Alice Azevedo, 238 - s. 105 - Centro, João Pessoa - PB, 58013-480, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",,https://construtoramabe.com.br/,
102,Construtora Sideral,,,Construction company,"Av. Dom Pedro II, 962 - Centro, João Pessoa - PB, 58013-420, Brazil",,+55 83 3241-2555,http://www.construtorasideral.com.br/fale-conosco/,
103,"SYERRA - Construtora e Incorporadora, LTDA",,,Construction company,"Av. Pres. Epitácio Pessoa, 2515 - Sala 101 - Estados, João Pessoa - PB, 58030-000, Brazil",,+55 8386300059,http://syerra.com.br/,
104,MALOG CONSTRUTORA,,,Construction company,"Av. Primeiro de Maio, 383 - Jaguaribe, João Pessoa - PB, 58015-430, Brazil","{'friday': '8AM–5PM', 'saturday': '8AM–1PM', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 99363-4734,,
105,Grupo Audaz,,,Custom home builder,"Av. Pres. Epitácio Pessoa, 3280 - Sal 112 - Tambauzinho, João Pessoa - PB, 58042-006, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 3021-2301,,
106,2Br Construtora,,,Home builder,"Empresarial Villarim, Av. Min. José Américo de Almeida, 442 - Sala 502 - Torre, João Pessoa - PB, 58040-300, Brazil",,,,
107,Construtora TIX,,,Construction company,"R. Josefa Taveira, 1806 - Mangabeira, João Pessoa - PB, 58055-000, Brazil",,+55 83 98878-7036,http://www.construtoratix.com.br/,
108,Construtora HR,,,Home builder,"R. Bancário Sérgio Guerra, 328 - 207 - Bancários, João Pessoa - PB, 58052-000, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 3045-7674,http://www.construtorahr.net/,
109,Construtora Cobrax,,,Construction company,"Av. Maximiano Figueiredo, 229 - Centro, João Pessoa - PB, 58013-470, Brazil",,+55 83 3045-5656,,
110,Burigan Construtora,,,Construction company,"Av. Pres. Epitácio Pessoa, 2580 - Tambauzinho, João Pessoa - PB, 58045-000, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 98701-5954,,
111,COINBRA - Construtora e Incorporadora Brasileira,,,Construction company,"Av. Pres. Epitácio Pessoa, 3333 - Estados, João Pessoa - PB, 58032-000, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 99909-8680,,
112,Construtora Eletrotermica Ltda,,,Construction company,"R. José Firmino Ferreira, 621 - Água Fria, João Pessoa - PB, 58010-000, Brazil",,+55 83 99981-4683,http://www.eletrotermica.com/contato,
113,Encomarq Engenharia,5.0,2.0,Construction company,"Emp. Tambaú, Av. Gen. Edson Ramalho, 100 - Sala 407/408 - Manaíra, João Pessoa - PB, 58038-100, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 3226-7370,,
114,Grupo Maia,,,Construction company,"R. Danilo Rosas, 21 - Miramar, João Pessoa - PB, 58043-300, Brazil",,+55 83 3031-1525,https://grupomaia.com.br/empreendimentos/,
115,Construtora Consplac Engenharia,,,Bricklayer,"AV. SENADOR JOAO LIRA 212 CXPST 116, Jaguaribe, João Pessoa - PB, 58015-150, Brazil",,+55 83 99679-3241,https://consplac.wixsite.com/meusite,
116,Construtora concreto forte,,,Construction company,"Rua Professor Arnaldo Moreira de Barros 193, João Pessoa - PB, 58055-620, Brazil",,+55 83 99142-1010,,
117,Construtora 2BR,5.0,3.0,Construction company,"R. Ver. Antônio Pessoa da Rocha, 90 - Cabo Branco, João Pessoa - PB, 58045-380, Brazil","{'friday': '7:30AM–5:30PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '7:30AM–5:30PM', 'tuesday': '7:30AM–5:30PM', 'wednesday': '7:30AM–5:30PM', 'thursday': '7:30AM–5:30PM'}",+55 83 3576-0087,https://ozeanhomeservice.com.br/,
118,Showroom Construtora Atlantis,2.0,1.0,Construction company,"nº700, Av. Profa. Maria Sales - Tambaú, João Pessoa - PB, 58039-130, Brazil",,+55 83 3031-0101,https://construtoraatlantis.com.br/,
119,"Reconstrua Engenharia, Reformas e Construções",5.0,6.0,Remodeler,"R. Josita Almeida, 240 - Altiplano Cabo Branco, João Pessoa - PB, 58046-490, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 99952-6199,https://www.instagram.com/reconstruaengenharia/,
120,Contato - AGS Construções,,,Construction company,"Av. Nego, 63 - Tambaú, João Pessoa - PB, 58039-100, Brazil",,+55 83 3247-4140,,
121,Copal Construtora Paraíba,1.0,1.0,Construction company,"Av. Esperança, 1695 - Manaíra, João Pessoa - PB, 58038-282, Brazil",,+55 83 3246-2618,,
122,Construtora Salinas Ltda,5.0,4.0,Home builder,"Av. Pres. Nilo Peçanha, 753 - Bessa, João Pessoa - PB, 58033-455, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 99903-6831,https://construtorasalinas-joaopessoa.negocio.site/,
123,Construtora Horizontal,,,Construction company,"Av. Sen. Ruy Carneiro, 195 - Tambaú, João Pessoa - PB, 58039-181, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 83 3225-6710,,
124,Construtora Gabarito,5.0,1.0,Corporate office,"Av. Mato Grosso, 109 - Estados, João Pessoa - PB, 58030-082, Brazil",,+55 84 3246-3161,,
125,Construtora Mindêlo,2.0,2.0,Home builder,"Empresarial Enterprise, Av. Francisca Moura, 434 - Sala 607 - Centro, João Pessoa - PB, 58013-440, Brazil",,,,
126,Oca Construtora,5.0,3.0,Building firm,"Rod. Gov. Antonio Mariz, 2051 Torre, B 14 Andar - Lot. Oceania III, João Pessoa - PB, 58034-030, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 99129-7477,http://www.ocaconstrutora.com.br/,
127,Muro Alto Construtora e Imobiliária,3.8,4.0,Home builder,"Rua Rosa Lima dos Santos, 101 - Sala 202 - Bancários, João Pessoa - PB, 58051-425, Brazil",,+55 83 3566-5118,,
128,TP Construcoes,4.0,1.0,Prefabricated house companies,"R. Targino Marques, 230 - Tambaú, João Pessoa - PB, 58039-140, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 99107-8707,http://www.tpconstrucoes.com.br/,
129,SRF-CONSTRUTORA,,,Building firm,"R. José Ricardo M. Morais, 38 - Jardim Cidade Universitária, João Pessoa - PB, 58052-325, Brazil","{'friday': 'Open 24 hours', 'saturday': 'Open 24 hours', 'sunday': 'Closed', 'monday': 'Open 24 hours', 'tuesday': 'Open 24 hours', 'wednesday': 'Open 24 hours', 'thursday': 'Open 24 hours'}",+55 83 98869-9875,,
130,Construtora Urbana,,,Construction company,"Av. Esperança, 1153 - Manaíra, João Pessoa - PB, 58038-281, Brazil","{'friday': '7:30AM–5:30PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '7:30AM–5:30PM', 'tuesday': '7:30AM–5:30PM', 'wednesday': '7:30AM–5:30PM', 'thursday': '7:30AM–5:30PM'}",+55 83 4009-0200,,
131,Construtora Porto Real,,,Construction company,"Av. Pombal, 1771 - Manaíra, João Pessoa - PB, 58038-242, Brazil",,+55 83 3566-8374,http://cportoreal.com.br/,
132,BV Construtora,5.0,1.0,Pressure washing service,"R. Josefa Cabral de Souza, 162 - Gramame, João Pessoa - PB, 58067-370, Brazil","{'friday': '7AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '6:30AM–5PM', 'tuesday': '7AM–5PM', 'wednesday': '7AM–5PM', 'thursday': '7AM–5PM'}",+55 83 98160-5379,https://bvconstrutora.negocio.site/,
133,Construtora A R Gomes Ltda,,,Construction company,"Av. Gov. Flávio Ribeiro Coutinho, 16 - Manaíra, João Pessoa - PB, 58037-000, Brazil",,+55 83 3246-3728,,
134,LC Construtora,5.0,4.0,Construction company,"R. Golfo de Anadyr, 86 - Intermares, Cabedelo - PB, 58102-028, Brazil",,+55 83 99302-8781,http://lcconstrutora.com/,
135,CPL CONSTRUTORA PIRAMIDE LTDA,5.0,1.0,Department store,"Av. Nego, 99 - Sala 07 - Tambaú, João Pessoa - PB, 58039-100, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 83 3247-4440,http://www.construtorapiramide.com.br/,
136,Construtora Transforme EIRELI,,,Construction company,"Av. João Maurício, 1675 - loja 211 - Manaíra, João Pessoa - PB, 58038-000, Brazil",,+55 83 98748-4889,https://construtoratransforme.com.br/,
137,Attiva Construtora,,,General contractor,"Av. Gen. Edson Ramalho, 1130 - Manaíra, João Pessoa - PB, 58038-102, Brazil",,+55 83 99611-3070,https://attivaconstrutora.com.br/servicos/,
138,Imóveis em João Pessoa/ Construtora.Bessa,5.0,1.0,Construction company,"R. João Cabral de Lucena - Bessa, João Pessoa - PB, 58035-105, Brazil","{'friday': '8AM–5PM', 'saturday': '8:30AM–12PM', 'sunday': '8:30AM–12PM', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 98791-8161,https://whats.link/augustaamaral,
139,Construtora Everest,,,,"Cabo Branco, João Pessoa - PB, 58045-010, Brazil",,,,
140,HGM Construtora,,,Building firm,"Av. João Maurício, 315 - Sala 14 - Manaíra, João Pessoa - PB, 58038-000, Brazil","{'friday': '9:30AM–12:30PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9:30AM–12:30PM', 'tuesday': '9:30AM–12:30PM', 'wednesday': '9:30AM–12:30PM', 'thursday': '9:30AM–12:30PM'}",+55 83 99981-5692,,
141,Pernambuco Construtora,4.5,67.0,Construction company,"Av. República do Líbano, 251 - Pina, Recife - PE, 51110-160, Brazil","{'friday': '9AM–10PM', 'saturday': '9AM–10PM', 'sunday': '12–9PM', 'monday': '9AM–10PM', 'tuesday': '9AM–10PM', 'wednesday': '9AM–10PM', 'thursday': '9AM–10PM'}",+55 81 3125-6464,http://www.pernambucoconstrutora.com.br/pre-home/home/,
142,"Arena Construtora - Construções, Reformas e Impermeabilizações.",,,Building firm,"Av. Maria Rosa, 1470 - 02 - Manaíra, João Pessoa - PB, 58038-461, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 3142-1405,http://arenaresolve.com/,
143,Construtora Carrilho Ltda,4.4,25.0,Construction company,"Rua Antônio Lumack do Monte, 96 - 7º andar - Boa Viagem, Recife - PE, 51020-280, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 81 3231-1703,http://www.carrilho.com.br/,
144,Construtora Carajás Ltda,4.1,22.0,Construction company,"R. Joaquim Alheiros, 506 - Cordeiro, Recife - PE, 50711-240, Brazil",,+55 81 3228-5555,http://www.construtoracarajas.com.br/,
145,Construtora Itacuruçá,5.0,1.0,Construction company,"Av. Pres. Epitácio Pessoa, 12 - Tambiá, João Pessoa - PB, 58013-025, Brazil",,+55 83 98814-4051,,
146,Construtora Santo Antônio,4.0,30.0,Construction company,"Rua Dr. Raul Lafayette, 191 - Sala 1207 - Boa Viagem, Recife - PE, 51021-220, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 81 3466-1485,http://www.construtorasantoantonio.com.br/,
147,Campos Gouveia Incorporação,4.3,34.0,Building firm,"R. Profa. Anunciada da Rocha Melo, 214 - SALA: 1006 - Madalena, Recife - PE, 50710-390, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 81 3228-5584,https://www.camposgouveia.com.br/,
148,Construtora Essencial,5.0,1.0,Custom home builder,"R. Antônio Rabelo Júnior - Miramar, João Pessoa - PB, 58033-455, Brazil",,,,
149,Empresarial Pernambuco Corporate,4.6,644.0,Business center,"Praça Miguel de Cervantes, 60 - Ilha do Leite, Recife - PE, 50070-525, Brazil","{'friday': '7AM–7PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '7AM–7PM', 'tuesday': '7AM–7PM', 'wednesday': '7AM–7PM', 'thursday': '7AM–7PM'}",+55 81 99681-0636,http://www.pecorporate.com.br/,
150,Construtora Hema,3.0,1.0,Construction company,"R. Ariosvaldo Silva, 8 - Torre, João Pessoa - PB, 58040-230, Brazil",,+55 83 3043-8518,,
151,Construtora Luna Alves,2.0,1.0,Construction company,"R. Afonso Campos - Centro, João Pessoa - PB, 58013-380, Brazil",,+55 83 3233-7374,,
152,Cristal Construtora,5.0,1.0,Home builder,"Av. Min. José Américo de Almeida, 442 - Sala 404 - 4º Andar - Torre, João Pessoa - PB, 58040-300, Brazil","{'friday': '8:30AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8:30AM–5PM', 'tuesday': '8:30AM–5PM', 'wednesday': '8:30AM–5PM', 'thursday': '8:30AM–5PM'}",+55 83 99677-9761,,
153,CA3 Construtora,3.3,9.0,Construction company,"Rua Barão de Souza Leão, 425 Empresarial Pontes Corporate Center, Boa Viagem, Recife - PE, 51030-300, Brazil",,+55 81 3251-4210,http://www.ca3construtora.com.br/,
154,Construtora Elo,4.0,1.0,Construction company,"Av. Gen. Bento da Gama, 358 - Torre, João Pessoa - PB, 58040-090, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 83 3576-3590,,
155,Construtora Conclasse,1.0,1.0,Construction company,"Av. Gen. Bento da Gama, 262 - Torre, João Pessoa - PB, 58040-090, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 83 3021-3207,,
156,Asla Construtora,5.0,2.0,Construction company,"R. Guimarães Peixoto, 75 - sala 1701 - Casa Amarela, Recife - PE, 52051-200, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 81 99920-2421,http://www.aslaconstrutora.com/,
157,Construtora Grupo Gmg Ltda,1.0,1.0,Construction company,"Av. Dom Pedro II, 45 - Torre, João Pessoa - PB, 58040-440, Brazil",,,,
158,J3 Construtora,1.0,1.0,Construction company,"Avenida João Cirilo da Silva, 221 - Sala 703 B - Cabo Branco, Altiplex - PB, 58046-005, Brazil",,,,
159,Rincon Baruc Construtora e Incorporadora Ltda,3.0,1.0,Construction company,"R. Dr. Manoel Lopes de Carvalho, 714 - Ernesto Geisel, João Pessoa - PB, 58075-418, Brazil",,+55 83 98801-5513,,
160,LC Construtora,5.0,4.0,Construction company,"R. Golfo de Anadyr, 86 - Intermares, Cabedelo - PB, 58102-028, Brazil",,+55 83 99302-8781,http://lcconstrutora.com/,
161,Construtora Ardm,,,Construction company,"R. Manoel Medeiros Guedes - Manaíra, João Pessoa - PB, 58038-360, Brazil",,,https://construtora-ardm.ueniweb.com/?utm_campaign=gmb,
162,CPL CONSTRUTORA PIRAMIDE LTDA,5.0,1.0,Department store,"Av. Nego, 99 - Sala 07 - Tambaú, João Pessoa - PB, 58039-100, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 83 3247-4440,http://www.construtorapiramide.com.br/,
163,Construtora Transforme EIRELI,,,Construction company,"Av. João Maurício, 1675 - loja 211 - Manaíra, João Pessoa - PB, 58038-000, Brazil",,+55 83 98748-4889,https://construtoratransforme.com.br/,
164,Attiva Construtora,,,General contractor,"Av. Gen. Edson Ramalho, 1130 - Manaíra, João Pessoa - PB, 58038-102, Brazil",,+55 83 99611-3070,https://attivaconstrutora.com.br/servicos/,
165,Imóveis em João Pessoa/ Construtora.Bessa,5.0,1.0,Construction company,"R. João Cabral de Lucena - Bessa, João Pessoa - PB, 58035-105, Brazil","{'friday': '8AM–5PM', 'saturday': '8:30AM–12PM', 'sunday': '8:30AM–12PM', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 98791-8161,https://whats.link/augustaamaral,
166,Construtora Heza,5.0,1.0,Construction company,"Av. Pres. Nilo Peçanha, 360 - Bessa, João Pessoa - PB, 58035-200, Brazil","{'friday': '9AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–12PM', 'tuesday': '9AM–12PM', 'wednesday': '9AM–12PM', 'thursday': '9AM–12PM'}",+55 83 3245-2002,,
167,Construtora Everest,,,,"Cabo Branco, João Pessoa - PB, 58045-010, Brazil",,,,
168,DBA CONSTRUÇÕES E INCORPORAÇÕES LTDA.,,,Building firm,"R. Osório Paes Carvalho Rocha, Nº 17 - SALA 502 - Tambaú, João Pessoa - PB, 58039-100, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 83 98790-0450,http://www.dbaconstrucoes.com.br/sobre,
169,Construtora Daterra,,,Construction company,"Av. Gov. Argemiro de Figueiredo, 3835 - Jardim Oceania, João Pessoa - PB, 58037-030, Brazil",,+55 83 3224-9075,http://www.construtoradaterra.com.br/,
170,HGM Construtora,,,Building firm,"Av. João Maurício, 315 - Sala 14 - Manaíra, João Pessoa - PB, 58038-000, Brazil","{'friday': '9:30AM–12:30PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9:30AM–12:30PM', 'tuesday': '9:30AM–12:30PM', 'wednesday': '9:30AM–12:30PM', 'thursday': '9:30AM–12:30PM'}",+55 83 99981-5692,,
