,title,rating,reviews,type,address,operating_hours,phone,website
72,Amanda Ribeiro Barros l Arquitetura Campina Grande - Paraíba,,,Architect,,"{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 98642-9275,https://www.amandaribeirobarros.com/
73,Renata Tomaz Arquitetura,5.0,1.0,Interior architect office,"Centro Jurídico Ronaldo Cunha Lima, R. Vice-Prefeito Antônio de Carvalho Sousa, 450 - sala 1013 - Estacao Velha, Campina Grande - PB, 58410-050, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 98836-4480,
74,CA Arquitetura,5.0,1.0,Interior architect office,"R. Duque de Caxias, 492 - Sala 102 - Prata, Campina Grande - PB, 58400-565, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 83 98131-3324,https://calebeas4.wixsite.com/website-1
75,Contemporanea,,,Architect,"R. Luíza Bezerra Mota, 200 - Catolé, Campina Grande - PB, 58410-410, Brazil",,+55 83 2101-8132,http://acontemporanea.com.br/contato/
76,Clara Lima Arquitetura,5.0,2.0,Corporate office,"R. Vig. Calixto, 508 - sala 204 - Catolé, Campina Grande - PB, 58410-340, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 98863-7684,
77,Uzina Arquitetura,,,Architect,"Av. Jorn. Assis Chateaubriand, 3581 - Estacao Velha, Campina Grande - PB, 58411-450, Brazil","{'friday': '8:30AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8:30AM–6PM', 'tuesday': '8:30AM–6PM', 'wednesday': '8:30AM–6PM', 'thursday': '8:30AM–6PM'}",+55 83 99188-4600,https://www.instagram.com/uzina.arq/
78,Rebeka Farias Arquitetura,,,Interior architect office,"Empresarial 12 de Outubro, R. Antônio Guedes de Andrade, 199 - Catolé, Campina Grande - PB, 58410-223, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 83 99838-3276,http://www.instagram.com/rebekafariasarquitetura/
79,Atemporal Arquitetura,4.7,3.0,Corporate office,"R. Manoel Tavares, 700 - SALA 107 - Lauritzen, Campina Grande - PB, 58402-548, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 98879-1858,
80,Atemporal Arquitetura,4.7,3.0,Corporate office,"R. Manoel Tavares, 700 - SALA 107 - Lauritzen, Campina Grande - PB, 58402-548, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 98879-1858,
81,AJ ARQUITETURA,,,Interior architect office,"Rua Vigário Calixto, nº 1754 Sala 207, 2º Andar, Catolé, Campina Grande - PB, 58410-600, Brazil",,+55 83 98775-6255,
82,KPRI Arquitetura,,,Interior architect office,"R. João Machado, n 267 - 1° Andar, Sala 04 - Prata, Campina Grande - PB, 58400-510, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",,
83,Plano Arquitetura|Design,5.0,1.0,Corporate office,"R. Nilo Peçanha - Prata, Campina Grande - PB, 58400-515, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 99645-1551,
84,Elsilac Júnior Arquitetura,,,Interior architect office,"R. Sólon de Lucena, 98 - Centro, Campina Grande - PB, 58400-280, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 99689-3020,https://www.instagram.com/ej.arq/
85,Hillary Pereira Arquiteta,,,Interior architect office,"R. Severino Cândido Fernandes, 135 - Catolé, Campina Grande - PB, 58410-453, Brazil","{'friday': '8:30AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8:30AM–6PM', 'tuesday': '8:30AM–6PM', 'wednesday': '8:30AM–6PM', 'thursday': '8:30AM–6PM'}",+55 83 99397-4314,https://bityli.com/DIYLf6
86,Ana Glícia Figueiredo - arquitetura e interiores,,,Interior architect office,"R. Otacílio Nepomuceno - Catolé, Campina Grande - PB, 58402-160, Brazil",,+55 83 98802-8350,
87,NM ARQUITETURA E URBANISMO LTDA,,,Interior architect office,"R. Manoel Tavares, n° 875 - Sala 300 - Alto Branco, Campina Grande - PB, 58401-490, Brazil",,,https://instagram.com/natalymacedo.arq?utm_medium=copy_link
88,Vanêssa Maria - Arquiteta & Urbanista,5.0,3.0,Architect,"R. Vig. Calixto - Catolé, Campina Grande - PB, 58410-340, Brazil",,+55 83 3337-1973,http://vanessamaria1.vitrinevirtual.net/
89,Clariô Arquitetura,,,Interior architect office,"Rua Vigário Calixto, 1754 Empresarial Atlanta, Sala 507 - Catolé, Campina Grande - PB, 58410-340, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 99683-0782,https://www.instagram.com/clario_arquitetura/
90,Renata Rosado,,,Architect,"R. Siqueira Campos, 270 - Prata, Campina Grande - PB, 58400-525, Brazil","{'friday': '8AM–12PM', 'saturday': '8AM–12PM', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 83 98898-8479,
91,HOME EXPRESS,5.0,2.0,Interior architect office,"R. Dr. João Moura, 318 - São José, Campina Grande - PB, 58400-344, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 3066-3172,
92,Galeria 29 Arquitetura,,,Interior architect office,"R. Sebastião Viêira da Silva, 1395 - Catolé, Campina Grande - PB, 58410-612, Brazil",,,
93,Seleto Arquitetura e Design,,,Interior architect office,"R. Vig. Calixto, 1754 - Sala 108 - Catolé, Campina Grande - PB, 58410-340, Brazil","{'friday': '8AM–7PM', 'saturday': '8AM–12PM', 'sunday': 'Closed', 'monday': '8AM–7PM', 'tuesday': '8AM–7PM', 'wednesday': '8AM–7PM', 'thursday': '8AM–7PM'}",+55 83 98826-9312,
94,Arquitet Engnharia,5.0,1.0,Architect,"R. Quintino Bocaiúva, 278 - Palmeira, Campina Grande - PB, 58400-008, Brazil","{'friday': '9AM–5:30PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–5:30PM', 'tuesday': '9AM–5:30PM', 'wednesday': '9AM–5:30PM', 'thursday': '9AM–5:30PM'}",+55 83 3322-9325,http://arquitet-engenharia.webnode.com/
95,Erica Moura Arquiteta & Urbanista,,,Interior architect office,,"{'friday': '9AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–5PM', 'tuesday': '9AM–5PM', 'wednesday': '9AM–5PM', 'thursday': '9AM–5PM'}",+55 83 99615-9444,https://erica-moura-arquiteta-urbanista.negocio.site/?utm_source=gmb&utm_medium=referral
96,Sousa Arquitetura,5.0,1.0,Coworking space,"R. João Machado, 267 267 - Prata, Campina Grande - PB, 58400-510, Brazil","{'friday': '8AM–5PM', 'saturday': '8AM–5PM', 'sunday': '8AM–5PM', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 98731-4901,
97,Melo & Brito Arquitetura e Interiores,,,Architecture firm,"R. Quebra Quilos, 47 - Centro, Campina Grande - PB, 58400-208, Brazil",,+55 83 98159-8339,
98,Alvorada Arquitetura Projetos e Consultorias,,,Corporate office,"R. Vice-Prefeito Antonio de C. Souza - Estacao Velha, Campina Grande - PB, 58410-050, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 98803-7596,
99,Adapte Home,5.0,6.0,Architect,"Rua Professora Yayá Melo, 424 - Jardim Quarenta, Campina Grande - PB, 58416-085, Brazil","{'friday': 'Open 24 hours', 'saturday': 'Open 24 hours', 'sunday': 'Open 24 hours', 'monday': 'Open 24 hours', 'tuesday': 'Open 24 hours', 'wednesday': 'Open 24 hours', 'thursday': 'Open 24 hours'}",+55 83 99303-8786,
100,Arq. Fabiana Florentino,,,Interior architect office,"R. Benjamin Constant, 170 - Estacao Velha, Campina Grande - PB, 58410-003, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 98879-1858,https://www.instagram.com/fabianaflorentino.arq/
101,Carvalho Arquitetura e Engenharia,,,Construction company,"Avenida, R. Manoel Tavares, 875 - Sala 105 - Alto Branco, Campina Grande - PB, 58401-490, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 98600-7229,https://carvalhoarqenge.wixsite.com/arqenge
102,A4 Arquitetura,,,Corporate office,"R. Maria Minervina Figueiredo, 21 - Catolé, Campina Grande - PB, 58410-118, Brazil","{'friday': '8AM–5PM', 'saturday': '8AM–12PM', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",,
103,Terceiro traço,,,Interior architect office,"R. Antenor Navarro, 330 - Prata, Campina Grande - PB, 58400-520, Brazil","{'friday': '9AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–5PM', 'tuesday': '9AM–5PM', 'wednesday': '9AM–5PM', 'thursday': '9AM–5PM'}",+55 83 99633-4815,
104,Marco Túlio Diniz Arquitetura e Construção,,,Construction company,"R. Prudente de Morais, 61 - Estacao Velha, Campina Grande - PB, 58410-040, Brazil",,+55 83 3342-9542,
105,TA arquitetura,,,Corporate office,"R. Getúlio Cavalcante, 717 - 02 - Tambor, Campina Grande - PB, 58414-750, Brazil",,,
106,Saulo Sidny - Arquitetura e interiores,,,Architect,"Professora Luisa de castro, Campina Grande - PB, 58441-000, Brazil","{'friday': '9AM–5PM', 'saturday': '9AM–12PM', 'sunday': 'Closed', 'monday': '9AM–5PM', 'tuesday': '9AM–5PM', 'wednesday': '9AM–5PM', 'thursday': '9AM–5PM'}",+55 83 99175-5310,
107,Kamila Araujo Arquitetura e Urbanismo,,,Architect,,"{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 98819-5716,
108,Villas Arquitetos,,,Architects association,"Rua Luís de Melo, 220 Prata_, Prata, Campina Grande - PB, 58400-545, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 99355-2227,http://www.villasarquitetos.com.br/
109,HABITAR - Projetos BIM - arquitetura e engenharia,,,Civil engineering company,,"{'friday': 'Open 24 hours', 'saturday': 'Open 24 hours', 'sunday': 'Open 24 hours', 'monday': 'Open 24 hours', 'tuesday': 'Open 24 hours', 'wednesday': 'Open 24 hours', 'thursday': 'Open 24 hours'}",+55 83 98649-9729,
110,Arquitetura e Urbanismo CW II,5.0,1.0,Architecture school,"R. Aprígio Veloso, 743 - Universitário, Campina Grande - PB, Brazil",,,
111,Rojas Arquitetura,,,Architect,,"{'friday': '9AM–8PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–8PM', 'tuesday': '9AM–8PM', 'wednesday': '9AM–8PM', 'thursday': '9AM–8PM'}",+55 83 98670-7707,https://www.instagram.com/rojasarquitetura/
112,A3 STUDIO,,,Architecture firm,"R. Estelita Cruz, 894 - Alto Branco, Campina Grande - PB, 58400-152, Brazil",,+55 987115585,
113,Estima Arquitetura,5.0,19.0,Architect,"R. Severino Banja da Silva, 48 - Caja, Carpina - PE, 55813-590, Brazil","{'friday': '8AM–7PM', 'saturday': '8AM–7PM', 'sunday': 'Closed', 'monday': '8AM–7PM', 'tuesday': '8AM–7PM', 'wednesday': '8AM–7PM', 'thursday': '8AM–7PM'}",+55 81 99796-4571,https://estimaarquitetura.com/
114,MGomes.Arquiteturaeinteriores,,,Architecture firm,"R. Antônio Campos, 527 - Lauritzen, Campina Grande - PB, 58401-399, Brazil","{'friday': '7AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '7AM–5PM', 'wednesday': '7AM–5PM', 'thursday': '7AM–5PM'}",+55 83 99975-2222,
115,Patricia Marcolino - Arquitetos Associados,5.0,39.0,Architect,"Av. Nascimento de Castro, 1730 - Lagoa Nova, Natal - RN, 59056-450, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 84 4141-2835,http://patriciamarcolinoarq.com.br/
116,Philipe Neander Complexo Arquitetura,,,Corporate office,"R. Otacílio Nepomuceno - Catolé, Campina Grande - PB, 58410-160, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 99303-5514,
117,Coordenação do Curso de Arquitetura e Urbanismo - UFCG,5.0,1.0,University department,"R. Aprígio Veloso - Universitário, Campina Grande - PB, 58428-830, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 2101-1264,https://www.facebook.com/arquiteturaurbanismoUFCG/
118,Amadeu Projetos e Construções,4.9,7.0,Corporate office,"R. Dom Pedro II, 900 - Centro, Campina Grande - PB, 58400-062, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 3341-6017,
119,diego medeiros arquitetura,,,Architecture firm,,"{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 99673-8664,https://www.instagram.com/arquitetodiegomedeiros/
120,Coordenação do Curso de Arquitetura e Urbanismo - UFCG,5.0,1.0,University department,"R. Aprígio Veloso - Universitário, Campina Grande - PB, 58428-830, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 2101-1264,https://www.facebook.com/arquiteturaurbanismoUFCG/
121,Amadeu Projetos e Construções,4.9,7.0,Corporate office,"R. Dom Pedro II, 900 - Centro, Campina Grande - PB, 58400-062, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 3341-6017,
122,MR2 Arquitetura,5.0,1.0,Architect,"R. Cazuza Barreto, 137 - Estacao Velha, Campina Grande - PB, 58410-012, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",,
123,Esquadio arquitetura e urbanismo,,,Architect,,"{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 98211-2995,
124,diego medeiros arquitetura,,,Architecture firm,,"{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 99673-8664,https://www.instagram.com/arquitetodiegomedeiros/
125,PONTO3 ARQUITETURA,4.5,2.0,Architect,"Av. Silvino Chaves, 360 - Manaíra, João Pessoa - PB, 58038-420, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 3021-7189,
126,Pedro Paschoal,,,Architecture firm,"R. Tomás Soares de Souza, 170 - Sala 02 - Catolé, Campina Grande - PB, 58410-235, Brazil",,+55 83 2148-5847,http://pedropaschoal.com.br/
127,Anissa Ayala Arquitetura & Interiores,,,Architect,"R. Antônio Diogo - Bairro Novo, Guarabira - PB, 58200-000, Brazil",,+55 83 99622-7164,https://anissa-ayala-arquitetura-interiores.negocio.site/?utm_source=gmb&utm_medium=referral
128,Lins Arquitetos Associados,5.0,8.0,Architect,"Rua Manoel Miguel dos Santos, 330, Jardim Gonzaga, Juazeiro do Norte - CE, 63046-190, Brazil","{'friday': '9AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–12PM', 'tuesday': '9AM–12PM', 'wednesday': '9AM–12PM', 'thursday': '9AM–12PM'}",+55 88 2156-2745,https://www.linsarquitetos.com.br/
129,NEBR arquitetura,,,Architect,"Bairro Novo, Carpina - PE, 55819-317, Brazil",,,
130,Ponto Fixo Engenharia,5.0,41.0,Agricultural engineer,"Av. Jorn. Assis Chateaubriand, 753 Subsolo - Sala 12 - Estacao Velha, Campina Grande - PB, 58410-062, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 99908-4072,
131,Zare Arquitetura e Engenharia,,,Architecture firm,"Av. Venâncio Neiva, 296 - 1º Andar, Sala 01 - Centro, Ingá - PB, 58380-000, Brazil","{'friday': '8AM–5PM', 'saturday': '8AM–5PM', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8AM–5PM', 'thursday': '8AM–5PM'}",+55 83 99403-5462,
132,Planeje Arquitetura e Consultoria,5.0,1.0,Architect,"Rua Promotor Manoel Alves Pessoa Neto, 45 Empresarial Office Tower, Sala 1704 - Candelária, Natal - RN, 59065-555, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",+55 84 4141-0418,https://www.planejearquitetura.com.br/
133,Docomomo Brasil,4.3,3.0,Non-profit organization,"R. Aprígio Veloso, 882 - Universitário, Campina Grande - PB, 58429-900, Brazil",,+55 83 2101-1742,https://docomomobrasil.com/
134,RPaiva Arquitetura e Interiores,5.0,1.0,Interior architect office,"R. Jose Alvino de Lima - Boa Vista, Jataúba - PE, 55180-000, Brazil","{'friday': '8:30AM–4PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8:30AM–6PM', 'tuesday': '8:30AM–6PM', 'wednesday': '8:30AM–6PM', 'thursday': '8:30AM–6PM'}",+55 81 98186-6200,http://www.facebook.com/rpaiva.arquitetura/?ref=aymt_homepage_panel
135,Deyse.arq,,,Interior architect office,,"{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 98624-3990,https://www.deysearq.com.br/
136,Pacta Engenharia,5.0,1.0,Construction company,"Rua José Bernardino, N° 97 Complexo Heron Marinho, Sala 1409, Vila Cabral, Campina Grande - PB, 58408-027, Brazil","{'friday': 'Open 24 hours', 'saturday': 'Open 24 hours', 'sunday': 'Open 24 hours', 'monday': 'Open 24 hours', 'tuesday': 'Open 24 hours', 'wednesday': 'Open 24 hours', 'thursday': 'Open 24 hours'}",+55 83 99989-2558,https://www.instagram.com/pactaengenharia/
137,Studio M4 Arquitetura,4.9,44.0,Architect,"BL E, SEPN 516, sala 301 - Asa Norte, Brasília - DF, 70770-520, Brazil","{'friday': '10AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '10AM–6PM', 'tuesday': '10AM–6PM', 'wednesday': '10AM–6PM', 'thursday': '10AM–6PM'}",+55 61 99569-7995,http://www.studiom4.com.br/
138,Rua Arquiteto Renato Azevedo,,,Bus stop,"Três Irmãs, Campina Grande - PB, 58423-590, Brazil",,,
139,Convive Construtora,5.0,3.0,Construction company,"R. Maciel Pinheiro, 312 - Centro, Campina Grande - PB, 58400-100, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 3341-4600,
140,LabRua,5.0,3.0,School,"R. Lino Gomes da Silva, 177 - São José, Campina Grande - PB, 58400-360, Brazil","{'friday': 'Closed', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '2:30–6PM', 'tuesday': '2:30–6PM', 'wednesday': '2:30–6PM', 'thursday': '2:30–6PM'}",,http://labrua.org/
141,Mãe Luiza Acessível,5.0,1.0,Architecture firm,"R. João XXIII, 685 - Mãe Luíza, Natal - RN, 59014-000, Brazil","{'friday': '8AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–5PM', 'tuesday': '8AM–5PM', 'wednesday': '8:08AM–5PM', 'thursday': '8AM–5PM'}",+55 84 99955-0999,https://mae-luiza-acessivel.business.site/?utm_source=gmb&utm_medium=referral
142,Bevilacqua Arquitetura e Engenharia,5.0,29.0,Architect,"R. Viena, 203 - Jardim Oswaldo Cruz, São José dos Campos - SP, 12216-720, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–5PM', 'tuesday': '9AM–5PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 12 3942-8477,http://www.bevilacqua.com.br/
143,Jacobsen Arquitetura,4.8,33.0,Architect,"Alameda Gabriel Monteiro da Silva, 1310 - Jardim Paulistano, São Paulo - SP, 01442-000, Brazil","{'friday': '10AM–7PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '10AM–7PM', 'tuesday': '10AM–7PM', 'wednesday': '10AM–7PM', 'thursday': '10AM–7PM'}",+55 11 3087-0600,https://jacobsenarquitetura.com/
144,Bernardes Arquitetura,4.8,22.0,Architect,"R. Iramaia, 105 - Jardim Europa, São Paulo - SP, 01450-020, Brazil","{'friday': '10AM–7PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '10AM–7PM', 'tuesday': '10AM–7PM', 'wednesday': '10AM–7PM', 'thursday': '10AM–7PM'}",+55 11 5185-0050,http://www.bernardesarq.com.br/
145,NR Arquitetura,4.8,4.0,Architect,"Avenida Luis Viana 6462 Torrre B Sala 808, Paralela, Salvador - BA, 41730-101, Brazil","{'friday': '9AM–1PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–1PM', 'tuesday': '9AM–1PM', 'wednesday': '9AM–1PM', 'thursday': '9AM–1PM'}",+55 71 3495-2724,https://www.instagram.com/nrarquitetura/?hl=pt-br
146,PB Arquitetura,5.0,20.0,Architect,"Alameda Caulim, 115 - Sala 710 - Cerâmica, São Caetano do Sul - SP, 09531-195, Brazil","{'friday': '9AM–6PM', 'saturday': '9AM–12PM', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 11 2311-1178,http://www.pbarquitetura.com.br/
147,Dluz Iluminação,4.5,6.0,Lighting store,"R. Santo Antônio, 57 - Santo Antônio, Campina Grande - PB, 58406-025, Brazil","{'friday': '8:30AM–6PM', 'saturday': '9AM–1PM', 'sunday': 'Closed', 'monday': '8:30AM–6PM', 'tuesday': '8:30AM–6PM', 'wednesday': '8:30AM–6PM', 'thursday': '8:30AM–6PM'}",+55 83 99366-7767,https://dluz-iluminacao.negocio.site/?utm_source=gmb&utm_medium=referral
148,BernardesArquitetura,4.9,19.0,Architect,"R. Corcovado, 250 - Jardim Botânico, Rio de Janeiro - RJ, 22460-050, Brazil","{'friday': '9AM–7PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–7PM', 'tuesday': '9AM–7PM', 'wednesday': '9AM–7PM', 'thursday': '9AM–7PM'}",+55 21 2512-7743,http://www.bernardesarq.com.br/
149,Tetro Arquitetura,5.0,13.0,Architect,"R. Arrudas, 245 - Sala 1 - Santa Lúcia, Belo Horizonte - MG, 30360-300, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 31 3297-9419,http://www.tetro.com.br/
150,Modular Drywall,5.0,21.0,Dry wall supply store,"av professor, Av. Jorn. Assis Chateaubriand, 2950 - Tambor, Campina Grande - PB, 58414-300, Brazil","{'friday': '7:30AM–5:30PM', 'saturday': '8AM–12PM', 'sunday': 'Closed', 'monday': '7:30AM–5:30PM', 'tuesday': '7:30AM–5:30PM', 'wednesday': '7:30AM–5:30PM', 'thursday': '7:30AM–5:30PM'}",+55 83 2148-2699,https://www.instagram.com/modulardrywall/
151,Unidade Acadêmica de Engenharia Civil (UFCG),4.8,10.0,University department,"Bloco CM, Universitário, Campina Grande - PB, Brazil","{'friday': '8AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–12PM', 'tuesday': '8AM–12PM', 'wednesday': '8AM–12PM', 'thursday': '8AM–12PM'}",,http://ufcg.edu.br/
